"Pop","Species","SPAD","L_Aarea","L_Amass","L_Con","L_Ci","L_iWUE","L_NightRespArea","L_NightRespmass","LA","L_Peri","L_Circ","LS","LMA","L_FreshMass","L_DryMass","LWC","LDMC","L_MidribT","L_LaminaT","L_Tough","L_life","LN","LD15C","LPNUE","LC","LD13C","LCN","LP","Leaf_N_P","L_VeinD","L_T_activity","LTD","L_LipidC","L_AshC","WPTB","WPBMF","WPSMF","WPLMF","WPRMF","WPFB","WPFF","FPFM","FDFM","FRFM","FTFM","FPDM","FDDM","FRDM","FTDM","FPWC","FDWC","FRWC","FTWC","P_D","P_T","D_T","R_T","FRL","FRW","FDD","FDC","FTD","FTC","FTA","FDA","FPA","FRN","FPD","FAIR","FPAF","FDAF"
"PEM","H_mollis",33.2,27.7591364391273,822.084948924774,0.761313022930799,318.721621169471,36.4621852024336,-0.941075579684844,-27.8698896687972,100.75,45.223,0.619,0.985,33.7667493796526,3.1592,0.3402,8.28630217519106,0.107685489997468,1.64,0.59,110.347169170699,207,6.07,3.11,13543.409372731,40.23,-30.98,6.62767710049423,0.5055,12.0079129574679,4.027740465,0.142956970754956,88,1.697792869,21.5841584158407,127.09,0.482886143677709,0.289322527342828,0.171925407191754,0.0558659217877095,207,240,0.7512,1.4421,0.5297,2.723,0.1123,0.2996,0.1042,0.5161,5.68922528940338,3.81341789052069,4.08349328214971,4.27610928114706,0.374833110814419,0.217593489633792,0.580507653555512,0.201898856810696,3.6,1.3,2.3,7.22566310325652,9.5,29.845130209103,70.8821842466197,4.1547562843725,66.7274279622472,20.5,2.8371098551164,16.0604914933837,0.941385041551247,0.0586149584487535
"PEM","H_mollis",37.4,38.4448457126972,1051.56064056245,1.5558555370258,333.54113559669,24.7097785095067,-1.19604272671461,-32.7146964054192,101.122,51.8,0.474,0.974,36.5597990546073,3.3086,0.3697,7.94941844738978,0.111739104152814,1.8,0.57,118.83541295306,141,5.75,2.6,18288.0111402165,41.32,-30.87,7.18608695652174,0.5009,11.4793371930525,8.42817190032342,0.109215385885108,112,3.149606299,18.3397683397684,210.16,0.497573277502855,0.255947849257708,0.194756376094404,0.0517224971450324,205,261,0.6093,0.8804,0.41085,1.90055,0.0926,0.1893,0.0863,0.3682,5.57991360691145,3.65081880612784,3.76071842410197,4.16173275393808,0.489170628631801,0.251493753394894,0.514122759369908,0.234383487235198,3.7,0.8,2.1,6.59734457253857,9.5,29.845130209103,70.8821842466197,3.46360590058275,67.418578346037,21.5,3.2588869299769,19.4648526077097,0.951135734072022,0.0488642659279778
"PEM","H_mollis",34.5,32.2685258525771,935.832141942117,1.0484261506441,326.104920866738,30.7780627493438,-1.16605781095225,-29.0473910169904,104.231,50.691,0.51,0.966,34.4811044698794,3.1931,0.3594,7.88452977184196,0.112555197143841,1.71,0.59,118.83541295306,141,5.46,1.65,17139.7828194527,39.49,-31.02,7.23260073260073,0.526,10.3802281368821,5.988759066,0,63,2.292768959,19.4059405940583,187.83,0.271628600330086,0.530958845764787,0.117286908374594,0.0801256455305329,203,245,0.71195,1.3905,0.71295,2.8154,0.12305,0.31375,0.14335,0.58015,4.78585940674523,3.43187250996016,3.97349145448204,3.85288287511851,0.392191235059761,0.212100318883048,0.540808411617685,0.247091269499267,3.5,0.85,2.2,6.91150383789755,9.2,28.9026524130261,66.47610054996,3.80132711084365,62.6747734391164,24,3.47247148564135,16.4876033057851,0.94281663516068,0.0571833648393195
"PEM","H_mollis",37.6,30.8639198991158,734.44184788269,0.961950772662944,323.412504798352,32.0847186531967,-1.21184584064339,-30.5115155619468,103.299,47.434,0.577,0.982,42.0236401126826,3.2133,0.4341,6.40221147201106,0.135094762393801,1.78,0.67,120.95747389865,155.5,4.7,1.52,15626.4222953764,40.75,-31.69,8.67021276595745,0.5177,9.07861695962913,5.647930184,0.332436931579739,118,2.476190476,17.9584120982987,178.201413900178,0.355312422798281,0.380306849667651,0.196026945389336,0.0683537807323123,203,252,0.6327,1.1907,0.4269,2.2503,0.1043,0.2697,0.0986,0.4726,5.06615532118888,3.41490545050056,3.32961460446248,3.76153195090986,0.386725991842788,0.220694033008887,0.570672873465933,0.20863309352518,3.3,0.7,2.7,8.48230016469244,9.3,29.2168116783851,67.9290871522453,5.7255526111674,62.2035345410779,17,2.0041733574535,10.8641975308642,0.915712799167534,0.0842872008324662
"PEM","H_mollis",38.6,34.2401900555643,919.026074586558,1.22001224426406,328.988162641278,28.0654478809914,-1.19301060107295,-31.4928430502503,111.952,50.256,0.557,0.979,37.2570387308847,3.4921,0.4171,7.37233277391513,0.119441024025658,1.85,0.51,97.6148034971564,162,5.56,0.32,16529.2459458014,40.27,-31.32,7.24280575539568,0.5239,10.6127123496851,9.09505741787786,0,123,3.071017274,17.6699029126216,168.9,0.478981645944346,0.246003552397869,0.192362344582593,0.0826524570751924,203,238,0.624333333333333,1.83353333333333,0.765933333333333,3.2238,0.11315,0.30185,0.14215,0.55715,4.51774930033878,5.07431947435259,4.38820494782507,4.78623350982679,0.374855060460494,0.203087139908463,0.541775105447366,0.255137754644171,4.10666666666667,0.976666666666667,2.22,6.97433569096934,10.4333333333333,32.7772833524535,85.4940807443163,3.87075630848798,81.6233244358284,24,3.44118795874368,21.0871772673575,0.954724861946126,0.0452751380538741
"PEM","H_mollis",39.6,32.6735389654322,792.730423822315,1.30770567952783,335.149644774491,24.9853919554969,-1.11999173105913,-29.5199410761973,92.827,44.923,0.578,0.963,41.2164564189298,2.7843,0.3826,6.27731312075274,0.137413353446109,1.32,0.67,108.225108225108,155.5,4.22,1.26,18785.0811332302,40.42,-31.58,9.5781990521327,0.4741,8.90107572242143,8.65711404692568,0.0831226262342274,76,2.443991853,18.3018867924521,141.76,0.528287246049661,0.254867381489842,0.116534988713318,0.100310383747178,203,242,0.479075,1.594,0.75095,2.824025,0.147,0.3321,0.14805,0.62715,2.25901360544218,3.7997591087022,4.07227288078352,3.50294985250738,0.44263775971093,0.234393685721119,0.529538387945468,0.236067926333413,3.66,1.265,2.625,8.24668071567321,9.945,31.2431389399505,77.6782541894519,5.41188421966054,72.2663699697914,23.5,2.84963136202632,13.3532734693878,0.930329481833341,0.0696705181666587
"UNI","H_mollis",33.2,25.9831089626939,772.11639931096,0.937764545416137,333.976891223334,27.7074976759372,-1.06253217173431,-31.5743014344229,63.533,35.505,0.633,0.988,33.6518030000157,1.929,0.2138,8.02245088868101,0.110834629341628,1.34,0.6,112.469230116289,117.5,5.78,1.28,13358.4152129924,40.97,-31.48,7.08823529411765,0.4947,11.6838487972509,5.924380284,0.278410619781946,129,3.119266055,15.8953722334007,204.8,0.439501953125,0.24833984375,0.261474609375,0.05068359375,226,256,0.6847,1.43125,0.6137,2.72965,0.1041,0.2981,0.116,0.5182,5.57732949087416,3.80124119423012,4.29051724137931,4.2675607873408,0.349211673934921,0.200887688151293,0.575260517174836,0.223851794673871,3.5,1.15,2.45,7.69690200129499,9.45,29.6880505764235,70.1380194868006,4.71435247579318,65.4236670110074,17,2.20868084290794,13.8775510204082,0.93278463648834,0.0672153635116598
"UNI","H_mollis",34.6,31.1316184659168,761.569667250638,1.14997681052508,331.931631901794,27.0715184697526,-1.17692055791991,-28.7908898362219,107.808,45.387,0.658,0.981,40.8782279608192,3.6253,0.4407,7.2262309961425,0.121562353460403,1.91,0.7,161.276631864867,131.5,4.95,2.55,15385.2458030432,41.53,-30.52,8.38989898989899,0.376,13.1648936170213,6.110174752,0.319880639392664,81,3.455723542,16.2835249042157,173.63,0.399527731382826,0.296550135345274,0.239705120082935,0.064217013188965,212,252,0.649164776834775,1.73800035475767,0.784204548390863,3.17136967998331,0.102878896637671,0.361801423079328,0.133966157617557,0.600045296547739,5.49837703555768,3.94813558257719,4.9767573207074,4.39175525768777,0.302377170995294,0.173674075280544,0.599446740211293,0.22687918328454,3.27061152950437,0.962119418468643,2.40032971056127,7.54085818489258,8.94155276957,28.0907164925666,66.8431074503976,4.80257580302071,62.0405316473769,19.4250277016055,2.62667575750472,15.2508978265109,0.867644068824068,0.132355929962912
"UNI","H_mollis",33.6,31.2858202072281,823.188922574992,1.12218482832405,331.316798839309,27.8793826271494,-1.14790684757974,-29.591472746158,88.329,42.897,0.603,0.976,38.0056380124308,2.9967,0.3357,7.92672028596962,0.112023225548103,1.89,0.61,135.811900517783,206,5.38,0.74,15300.9093415426,41.69,-30.44,7.74907063197026,0.420413543319053,12.8985766598063,7.38179954066607,0.345503525378091,127,3.799654577,18.5325995060899,170.74,0.30221389246808,0.378645894342275,0.212838233571512,0.106301979618133,210,252,0.8136,1.9586,1.0278,3.8,0.1302,0.437,0.1932,0.7604,5.24884792626728,3.48192219679634,4.31987577639752,3.9973698053656,0.297940503432494,0.171225670699632,0.574697527617044,0.254076801683325,3.45,1.15,2.6,8.16814089933346,9.5,29.845130209103,70.8821842466197,5.30929158456675,65.572892662053,17,2.08125694812479,12.3505917159763,0.925096952908587,0.0749030470914128
"UNI","H_mollis",37.1536401406659,35.5574670314167,896.054663673779,1.3478374830989,328.629144863513,27.7617649783945,-1.20494347230992,-30.7886685026323,49.6612380821984,43.3242015526976,0.331183156507897,0.845981556845781,40.480556258115,1.53969887480594,0.196599851557345,6.86073355970981,0.130233248720641,1.23319046533158,0.461336687159316,104.442941907972,112.5,5.28081764499341,1.23023979799246,17257.2919357425,41.2243282637544,-30.7571257961361,8.16711367022221,0.399192268310785,13.4531173972749,8.90745859973934,0.30034013059361,77.2937523276368,4.11518812940761,17.5138956795475,148.51,0.268870783112248,0.42751329876776,0.187327452696788,0.116288465423204,228,266,0.44295,1.05635,0.4484,1.9477,0.0656,0.2297,0.08825,0.38355,5.75228658536585,3.59882455376578,4.08101983002833,4.07808629904836,0.285589899869395,0.171033763524964,0.59887889453787,0.230087341937166,3.25,1.05,2.15,6.75442420521806,8.65,27.1747764535517,58.7654540808056,3.6305030103047,55.1349510705009,13.5,1.9986899830145,15.1865873445105,0.938220455077016,0.0617795449229844
"JAL","H_neglectus",41.2865792276839,54.3688779805465,1049.13542390267,1.99386357400108,321.669060444818,27.2681033394098,-1.67071481701262,-32.2391442102992,46.775,41.171,0.347,0.717,51.8225547835382,2.0186,0.2424,7.32755775577558,0.120083225998217,1.09,0.59,131.567778626602,94.0772466410775,4.92,1.74,21323.890729729,38.94,-31.22,7.91463414634146,0.3767,13.0607910804354,5.582017675,0.14484975439648,62,1.232394366,19.7628458498019,125.221568153786,0.178859662007922,0.526963491532177,0.205591367202206,0.0885854774806975,198.763621743797,224.042490774114,0.451261071625804,1.24918504986818,0.584741767308859,2.28518788880284,0.0633189307175242,0.247188287059873,0.0867828730258661,0.397290090803264,6.2744175780902,4.22672977140481,5.81667248676929,4.83281300842185,0.275971797754182,0.166163055118437,0.614831318600256,0.219005624399219,3.17873800587594,1.00110954945049,2.07798800196426,6.52819184121867,8.43546401371615,26.5007917751117,57.5211284634872,3.57578579383044,53.9453426696567,16.8228075203914,2.64606860843613,17.4252151212836,0.935746268337589,0.0642537297803231
"JAL","H_neglectus",37.7296363234323,38.4095516961925,911.632343546815,1.41631586398453,326.578162868116,28.5856089932618,-1.35684392115196,-33.5676462508695,48.5541041457891,42.1292077571303,0.333554794298615,0.828471135379215,42.844656162653,1.63623696103331,0.204878513619577,6.94587920878725,0.129885980213156,1.25519050373153,0.476841557393241,107.839502324766,84.5,5.22933786189102,1.34899694044874,17480.0894358075,40.9593360209345,-30.5275185062994,8.03600879273565,0.403564898746306,13.0454601747377,7.64257049030046,0.271380820770083,84.5227404666493,3.68434598967794,17.9234396921762,6.51,0.179723502304147,0.597542242703533,0.127496159754224,0.0952380952380952,224,252,0.440003715585539,1.13380431553154,0.51914996895206,2.09295800006914,0.0618315944713473,0.226021569686678,0.0814859778316485,0.370829621093243,6.26028139841433,4.07299606316017,5.56245544346411,4.70277781038376,0.294577129473293,0.173774598478078,0.606010719769242,0.220214679607751,3.21909327799699,0.979189518340032,1.99119626923123,6.25552757127225,8.42938282522521,26.4816871580235,57.495482631568,3.32219427847551,54.1732883530925,16.0508305973477,2.70366430305624,19.7309803664922,0.941686914746741,0.0583130831206938
"JAL","H_neglectus",38.2343177369558,39.5925770683882,916.036080117959,1.60824092241048,330.824447866964,24.618560886416,-1.38867179022618,-32.7757238687874,37.273,33.13,0.427,0.839,43.2216349636466,1.3962,0.1611,7.66666666666667,0.115384615384615,1.22,0.54,127.323656735421,54,6.66,0.59,13754.2954972667,40.61,-30.75,6.0975975975976,0.3545,18.787023977433,10.6528487,0.197347493802048,81,1.56555773,21.9931271477672,98.37,0.0385280065060486,0.584629460201281,0.204228931584833,0.172613601707838,184,200,0.4519,1.48055,0.63805,2.5705,0.06185,0.2605,0.08,0.40235,6.30638641875505,4.68349328214971,6.975625,5.38871629178576,0.23742802303263,0.1537218839319,0.647446253262085,0.198831862806015,2.7,0.8,2.25,7.06858347057703,7.65,24.0331837999619,45.9634640174272,3.97607820219958,41.9873858152276,20,2.82942121052258,10.56,0.913494809688581,0.0865051903114187
"JAL","H_neglectus",36.8514840771047,48.6757411645103,1080.84164633119,1.87311934272475,326.086611017763,25.9864601545909,-1.11846884115242,-25.3465162246876,44.099,39.99,0.347,0.758,45.0350348080455,1.7793,0.1986,7.95921450151058,0.111616928005395,1.4,0.54,95.4927425515661,80,5.25,1.52,20587.4599301179,46.7,-31.83,8.8952380952381,0.3659,14.348182563542,7.75095049,0.220611288845574,61,1.411290323,20.3636363636371,74.07,0.0699338463615499,0.592007560415823,0.185230187660321,0.152828405562306,182,200,0.7215,2.34485,1.1264,4.19275,0.11315,0.4616,0.1473,0.72205,5.37649138311975,4.07983102253033,6.6469789545146,4.80673083581469,0.245125649913345,0.156706599265979,0.639290907831868,0.204002492902154,3.45,1.25,2.9,9.1106186954104,9.8,30.78760800518,75.4296396126909,6.60519855417254,68.8244410585184,19,2.08547856465242,10.4197384066587,0.912432319866722,0.0875676801332778
"JAL","H_neglectus",38.1320873571736,52.7045542056642,1086.12667333299,2.20475071078225,328.945139284903,23.9049947678504,-1.13981400974345,-27.0088600605037,41.566,35.38,0.417,0.833,48.5252369725256,1.5162,0.2017,6.51710461080813,0.133029943279251,1.08,0.56,135.811900517783,59,5.08,1.85,21380.4463254525,41.84,-30.78,8.23622047244095,0.3412,14.8886283704572,6.304976059,0.121413447946094,55,2.114164905,16.6292134831472,107.42,0.0768013405324893,0.643176317259356,0.152578663191212,0.127443679016943,182,193,0.29225,1.2871,0.3268,1.90615,0.0434,0.24325,0.04735,0.334,5.73387096774194,4.2912641315519,5.90179514255544,4.70703592814371,0.17841726618705,0.129940119760479,0.728293413173653,0.141766467065868,2.25,0.68,2.38,7.47699051554371,6.88,21.6141574566978,37.1763508255202,4.44880935674851,32.7275414687717,16.5,2.20677021934141,7.35647200056493,0.880332274202272,0.119667725797729
"JAL","H_neglectus",42.8114467943733,43.8091668611589,838.395086622603,1.45911290843161,320.306001506822,30.024521480143,-1.37369338010291,-31.6805386061341,47.901,37.752,0.422,0.83,52.2536063965262,1.8711,0.2503,6.47542948461846,0.133771578216023,1.23,0.53,146.422205245735,50.5,5.03,2.43,16667.8943662545,40.68,-30.53,8.08747514910537,0.3,16.7666666666667,8.278255865,0,51,1.904761905,20.0757575757577,64.78,0.050787280024699,0.495368941031182,0.311361531336832,0.142482247607286,182,217,0.57135,2.98695,0.9991,4.5574,0.0524,0.4544,0.06755,0.57435,9.90362595419847,5.57339348591549,13.7905255366395,6.93488291111692,0.115316901408451,0.0912335683816488,0.791155218943153,0.117611212675198,2.95,1,3.55,11.1526539202438,9.45,29.6880505764235,70.1380194868006,9.89798035421634,60.2400391325843,21,1.8829598901013,6.08609402896251,0.858878530836203,0.141121469163797
"KER","H_neglectus",44.4126820478264,50.5410528164173,1113.68265363784,1.8220301023281,322.448653323801,27.7388681733844,-1.51081355963592,-33.2910922999373,63.836,42.843,0.437,0.783,45.3819161601604,2.3276,0.2897,7.03451846738005,0.124462966145386,1.95,0.45,91.2486206603854,51.5,6.01,1.64,18530.4934049557,38.89,-31.11,6.47088186356073,0.4891,12.2878756900429,7.928488413,0.301611504763775,81,1.140684411,18.3206106870227,117.75,0.03447983014862,0.651380042462845,0.147430997876858,0.166709129511677,182,196,0.37165,1.65965,0.56775,2.59905,0.05685,0.32195,0.07495,0.45375,5.53737906772208,4.15499301133716,6.57505003335557,4.72793388429752,0.176580214318994,0.125289256198347,0.709531680440771,0.165179063360882,2.25,0.75,2.8,8.79645943005142,7.3,22.9336263712055,41.85386812745,6.15752160103599,35.696346526414,21.5,2.44416519748268,5.79719387755102,0.85288046537812,0.14711953462188
"KER","H_neglectus",45.0241832317368,56.4908061169293,1230.64274630743,1.44799756178824,299.741498628732,39.0130533418612,-1.66776384007151,-36.3319558246267,61.76,43.63,0.408,0.741,45.9034974093264,2.6305,0.2835,8.27865961199295,0.107774187416841,1.3,0.52,82.7603768780239,82.6439056740269,5.91,1.93,20823.0583131544,38.98,-31.04,6.59560067681895,0.3715,15.9084791386272,6.672148071,0.106231358948356,64,0.440528634,23.0019493177387,138.75,0.0627747747747748,0.64590990990991,0.208720720720721,0.0825945945945946,182,238,0.5959,1.7934,0.8252,3.2145,0.0854,0.3745,0.1125,0.5724,5.97775175644028,3.78878504672897,6.33511111111111,4.61582809224319,0.22803738317757,0.149196366177498,0.654262753319357,0.196540880503145,3.42,1.1,2.3,7.22566310325652,9.14,28.7141568538107,65.6118484109575,4.1547562843725,61.457092126585,21,2.9063076564607,14.7919848771267,0.936676737738749,0.0633232622612509
"KER","H_neglectus",39.6942052317267,53.0733339806869,1184.08540753326,2.46337401639592,331.284589702814,21.5449759668801,-1.43983151050565,-33.3866866214063,39.824,33.36,0.45,0.829,44.8222177581358,1.5052,0.1785,7.43249299719888,0.118588891841616,1.15,0.49,129.445717681012,56.5,5.93,1.39,19967.7134491275,39.33,-31.07,6.63237774030354,0.4508,13.1543921916593,8.574299103,0.0701838012214527,45,1.694915254,19.2488262910766,97.57,0.0590345393051143,0.577534078097776,0.20795326432305,0.15547811827406,184,203,0.5429,1.64275,0.674335,2.859985,0.0875,0.4265,0.0876,0.6016,5.20457142857143,2.85169988276671,6.69788812785388,3.75396442819149,0.205158264947245,0.145445478723404,0.708942819148936,0.14561170212766,3.025,1.29,2.36,7.41415866247191,8.41,26.4207942166902,55.5497198405911,4.37435361085843,51.1753662297326,18.5,2.49522580271192,11.6989550416547,0.92125336323187,0.0787466367681303
"KER","H_neglectus",41.0319478582448,44.9192155524765,1241.96605617037,1.99115959727255,333.443951326353,22.5593245333051,-1.20404731902083,-28.9039047384342,32.128,34.922,0.331,0.691,36.167828685259,1.2205,0.1162,9.50344234079174,0.0952068824252356,0.82,0.69,65.7838893133011,36.5,5.98,0.58,20768.6631466616,35.72,-32.38,5.97324414715719,0.563,10.6216696269982,4.568956762,0.11505123405449,55,1.293103448,18.5964912280703,95.81,0.054378457363532,0.619455171693978,0.221480012524789,0.104686358417702,189,205,0.37355,0.6713,0.53785,1.5827,0.05065,0.17795,0.06695,0.29555,6.3751233958539,2.7724079797696,7.0336071695295,4.35510065978684,0.284630514189379,0.171375401793267,0.602097783792928,0.226526814413805,2.875,0.76,2.33,7.31991088286422,8.08,25.3840686410055,51.2758186548312,4.26384808926841,47.0119705655628,20.5,2.80058054367713,11.0257142330859,0.916844855896481,0.0831551441035193
"KER","H_neglectus",36.0542159295124,39.8415032397011,898.319391066402,1.47070496677661,327.545429051819,27.0900718633072,-1.2330811946443,-29.340803880643,56.932,39.461,0.459,0.851,44.351155764772,1.9791,0.2525,6.8380198019802,0.127583244909302,1.14,0.49,127.323656735421,119.5,4.85,3.35,18522.0493003382,40.07,-30.74,8.26185567010309,0.4103,11.820619059225,12.5507937498883,0.157672742430231,52,1.495016611,19.3609022556406,70.57,0.0426526852770299,0.552075952954513,0.199376505597279,0.205894856171178,182,200,0.73745,2.56395,1.15325,4.45465,0.11045,0.48045,0.1546,0.7455,5.67677682209144,4.33655947549173,6.45957309184994,4.97538564721663,0.229888646060985,0.148155600268276,0.644466800804829,0.207377598926895,3.025,0.95,3.085,9.69181333632451,9.135,28.6984488905428,65.540082653777,7.47481103564028,58.0652716181367,26,2.68267651240796,7.76812568789747,0.885950539990515,0.114049460009485
"KER","H_neglectus",40.3324266048345,50.2017697378299,1067.0021444064,2.12211088481259,329.255170286623,23.6565252537515,-1.30150246022991,-29.3812793600234,59.682,40.982,0.447,0.822,47.0493616165678,2.1663,0.2808,6.71474358974359,0.129621936019942,1.25,0.57,118.83541295306,107,4.99,2.5,21382.8085051382,39.82,-30.93,7.97995991983968,0.3383,14.7502216967189,8.0921406,0.160427799713565,53,1.356589147,20.0389105058365,80.94,0.0311341734618236,0.562021250308871,0.194712132443786,0.21213244378552,178,189,0.7086,2.303,0.88075,3.89235,0.10935,0.4104,0.11545,0.6352,5.480109739369,4.61159844054581,6.62884365526202,5.12775503778338,0.266447368421053,0.172150503778338,0.646095717884131,0.181753778337531,3.6,1.2,3.05,9.58185759344887,10.25,32.2013246992954,82.5158945419444,7.30616641500476,75.2097281269396,19,1.98291404507935,10.294006987369,0.91145746579417,0.0885425342058299
"MON","H_neglectus",48.2710337948398,47.9074003307988,770.145063973196,1.15089254070786,301.849024531337,41.6263018798726,-1.42979084992911,-22.984890809845,30.367,26.11,0.56,0.861,62.205683801495,1.1648,0.1889,5.16622551614611,0.162173763736264,1.09,0.52,123.079534844241,105.984526224769,6.29,1.24,12243.9596816088,44.49,-30.5,7.0731319554849,0.399544914620219,12.8630087259929,8.049011303,0,36,1.83299389,18.3834811962949,125.938244081876,0.250318882146204,0.487082718684543,0.217835273507453,0.0447631243887378,212.694676420822,242.640423085192,0.34550557302726,0.802108148699193,0.348200576066904,1.49581429779336,0.0547109051466738,0.169560140055807,0.0605207310417656,0.285877347227854,5.45105412923851,3.77831802045137,5.07877776358297,4.31656039676261,0.346485189019554,0.200102240404693,0.596586981418393,0.203310776354901,3.06316609876271,1.00098048333146,1.63387690280818,5.13297567473222,7.7602091003336,24.3794158999287,49.6470924347545,2.21839610069204,47.4286963340625,13.5287358146372,2.71808725297834,25.1301459978946,0.918139449056863,0.081860549146278
"MON","H_neglectus",39.5070802915554,55.007148012748,934.330416030504,2.03297206683782,322.234692296175,27.0575031059373,-2.9151802886967,-49.5161394535612,90.941,51.285,0.435,0.797,58.8733354592538,4.1187,0.5354,6.69275308180799,0.129992473353243,1.6,0.5,154.910449028096,53.5,4.77,3.01,19587.6397490672,43.37,-30.85,9.09224318658281,0.3159,15.0997150997151,12.9167574012512,0.19322468851249,44,1.320132013,21.7543859649129,93.59,0.0738326744310289,0.589592905224917,0.202906293407415,0.133668126936639,224,247,0.52595,1.6432,0.7721,2.94125,0.0686,0.25475,0.08445,0.4078,6.66690962099125,5.45024533856722,8.14268798105388,6.21248160863168,0.26928361138371,0.168219715546837,0.624693477194703,0.20708680725846,3.275,1.13,2.09,6.56592864600267,8.64,27.1433605270158,58.6296587383542,3.43069771753639,55.1989610208178,15.5,2.36067140471232,16.0897186419725,0.941485285922496,0.0585147140775034
"MON","H_neglectus",38.5371469671143,47.2267285711523,1119.18189176235,1.37982681169166,311.672022817598,34.2265624721791,-1.71395103528308,-40.6173160854481,34.22,36.728,0.319,0.683,42.197545295149,1.3775,0.1444,8.53947368421053,0.104827586206897,1.02,0.48,93.3706816059757,57.5,6.19,0.53,18080.4829040767,38.63,-30.45,6.24071082390953,0.5867,10.5505369013124,17.7925295282107,0.241591349409939,89,1.420959147,20.1995012468823,162.04,0.0718958281905702,0.662552456183658,0.152986916810664,0.112564798815107,210,238,0.3507,1.4196,0.5616,2.3319,0.0597,0.2481,0.0839,0.3917,4.87437185929648,4.72188633615478,5.69368295589988,4.95328057186622,0.240628778718259,0.152412560633138,0.633392902731682,0.21419453663518,3.75,0.75,2.4,7.5398223686155,9.9,31.101767270539,76.9768739945839,4.5238934211693,72.4529805734146,20,2.65258238486492,16.015625,0.941230486685032,0.0587695133149679
"MON","H_neglectus",46.6095385831418,48.123908189962,813.196252153241,2.06804021564933,330.518148776329,23.2702961121343,-1.17032312894573,-25.8670828519049,79.826,59.96,0.279,0.629,59.1787137023025,4.1541,0.4724,7.79360711261643,0.113718976432922,1.64,0.53,110.347169170699,41.5,4.35,2.82,18694.1667161665,38.82,-30.2,8.92413793103448,0.2631,16.533637400228,10.1483857107073,0.17453083438818,59,2.131782946,21.2065813528344,58.1,0.0793459552495697,0.521170395869191,0.256110154905336,0.143373493975904,193,212,0.5971,1.8663,0.82885,3.29225,0.1248,0.3747,0.132,0.6315,3.78445512820513,3.98078462770216,5.27916666666667,4.21338083927158,0.33306645316253,0.197624703087886,0.593349168646081,0.209026128266033,3.35,0.95,2.55,8.01106126665397,9.25,29.0597320457056,67.2006303556942,5.10705155749191,62.0935787982023,21,2.62137553327828,12.158400615148,0.92400292184076,0.0759970781592403
"MON","H_neglectus",39.317740803661,48.1193805312311,1093.42221545812,1.60889888522503,318.777653515081,29.9082689242467,-1.63638410136866,-35.9821379026908,55.149,38.508,0.467,0.822,44.0080509166077,2.0007,0.2427,7.24351050679852,0.121307542360174,1.22,0.47,112.469230116289,14,5.85,2.88,18690.9780420192,40.4,-29.85,6.90598290598291,0.4698,12.4521072796935,8.190374066,0,52,1.121495327,18.9083820662762,69.53,0.0280454480080541,0.596001725873724,0.25974399539767,0.116208830720552,191,221,0.5759,1.9494,0.7205,3.2458,0.0579,0.3154,0.0878,0.4611,8.94645941278066,5.18072289156626,7.20615034168565,6.0392539579267,0.183576410906785,0.125569290826285,0.684016482324875,0.19041422684884,3.23,1.02,2.87,9.01637091580271,9.33,29.3110594579928,68.3680461857681,6.46924613208844,61.8988000536797,24,2.66182483219895,9.56816277968653,0.905376173621953,0.0946238263780473
"FUL","H_occidentali_ssp_occidentalis",32.9,25.7405048260846,585.598031326999,0.677994444535936,315.809010514337,37.96565743795,-0.997894433508972,-22.7021583175342,94.663,57.467,0.36,0.825,43.9559278704457,3.7695,0.4161,8.0591204037491,0.110385992837246,1.4,0.41,140.056022408964,154.5,4.58,2.12,12785.9832167467,41.48,-30.48,9.05676855895196,0.3039,15.0707469562356,6.9520097643952,0.296449762700835,24,3.484320557,26.043737574552,50.36,0.257347100873709,0.309571088165211,0.347895154884829,0.085186656076251,207,238,0.19265,0.39375,0.1348,0.7212,0.0416,0.08625,0.02895,0.1568,3.63100961538462,3.56521739130435,3.65630397236615,3.59948979591837,0.48231884057971,0.26530612244898,0.550063775510204,0.184630102040816,3.05,0.55,1.25,3.92699081698724,7.35,23.090706003885,42.4291722821386,1.22718463030851,41.2019876518301,13.5,3.43774677078494,33.5744,0.971076866120598,0.0289231338794021
"FUL","H_occidentali_ssp_occidentalis",40,31.4999062689364,482.861180021583,0.822050055938674,312.97513954509,38.3187204250812,-1.23324316316067,-27.1761602724415,24.603,31.142,0.319,0.784,65.2359468357517,1.0654,0.1605,5.63800623052959,0.150647644077342,1.04,0.72,163.398692810458,82,3.9,1.94,12381.0558979893,36.67,-30.6,9.4025641025641,0.2368,16.4695945945946,5.189716788,0.424072413196744,83.0680896317409,4.140786749,22.4242424242431,66.74,0.498351813005694,0.11312556188193,0.348666466886425,0.0398561582259515,208.875772237642,239.446704264149,0.500166666666667,0.972566666666667,0.454666666666667,1.9274,0.0806,0.205333333333333,0.0864,0.372333333333333,5.2055417700579,3.73652597402598,4.26234567901235,4.17654431512982,0.392532467532468,0.216472694717995,0.551477170993733,0.232050134288272,2.75,0.923333333333333,1.80333333333333,5.66533875197358,7.30333333333333,22.9440983467174,41.8920995647149,2.55412355401475,39.3379760107002,26,4.58931074350013,15.4017513948634,0.939030901278435,0.0609690987215654
