"Pop","Species","SPAD","L_Aarea","L_Amass","L_Con","L_Ci","L_iWUE","L_NightRespArea","L_NightRespmass","LA","L_Peri","L_Circ","LS","LMA","L_FreshMass","L_DryMass","LWC","LDMC","L_MidribT","L_LaminaT","L_Tough","L_life","LN","LD15C","LPNUE","LC","LD13C","LCN","LP","Leaf_N_P","L_VeinD","L_T_activity","LTD","L_LipidC","L_AshC","WPTB","WPBMF","WPSMF","WPLMF","WPRMF","WPFB","WPFF","FPFM","FDFM","FRFM","FTFM","FPDM","FDDM","FRDM","FTDM","FPWC","FDWC","FRWC","FTWC","P_D","P_T","D_T","R_T","FRL","FRW","FDD","FDC","FTD","FTC","FTA","FDA","FPA","FRN","FPD","FAIR","FPAF","FDAF"
"CDK","H_debili_ssp_tardiflorus",39.2,39.8536316841254,1231.68612920556,2.00009472323404,341.206846027327,19.9258721205385,-0.966101825235149,-29.8576106432049,45.987,44.268,0.295,0.835,32.3569704481701,1.2166,0.1488,7.1760752688172,0.12230807167516,1.01,0.4,110.347520416944,35.5,6.23,0.58,19770.242844391,41.65,-28.86,6.68539325842697,0.3629,17.1672637090107,7.162708937,0,32,2.8,17.8794178794169,173.91,0.201771030993042,0.596745443045253,0.153930193778391,0.0475533321833132,213,233,0.2912,0.7962,0.44325,1.53065,0.04415,0.16655,0.06455,0.27525,5.59569648924122,3.78054638246773,5.86676994577847,4.56094459582198,0.265085559891924,0.160399636693915,0.605086285195277,0.234514078110808,2,0.9,1.85,5.81194640914112,5.85,18.3783170235003,26.8782886468692,2.68802521422777,24.1902634326414,21,3.61324735668087,8.99926953981008,0.89999269486449,0.10000730513551
"CDK","H_debili_ssp_tardiflorus",41.1,43.0974013322184,1207.42270721771,1.94002927787457,334.914931973639,22.2148200667541,-1.04247277104181,-26.2514161551811,55.556,46.985,0.316,0.746,35.6937144502844,1.7342,0.1983,7.74533535047907,0.114346672817437,1.14,0.39,95.493046514663,38.5,6.26,0.78,19287.9026712095,41.45,-28.58,6.62140575079872,0.3024,20.7010582010582,9.098259307,0,41,4.280155642,18.3431952662732,231.04,0.156769390581717,0.690573060941828,0.129977493074792,0.022680055401662,217,246,0.2674,0.80795,0.4153,1.49065,0.04335,0.1765,0.06715,0.287,5.1683967704729,3.57762039660057,5.18466120625465,4.19390243902439,0.245609065155807,0.151045296167247,0.614982578397213,0.23397212543554,2.7,1.05,1.85,5.81194640914112,7.25,22.776546738526,41.2824909635784,2.68802521422777,38.5944657493506,15.5,2.66692066802635,14.3579254930606,0.934887039239001,0.0651129607609988
"CDK","H_debili_ssp_tardiflorus",35.2,42.7271815049409,1490.9285501475,1.76106393596219,333.213455636961,24.2621409889903,-1.03038316690966,-26.5693542562046,56.04,44.481,0.356,0.8,28.6581013561742,1.4228,0.1606,7.85927770859278,0.112876019117234,0.82,0.34,87.0047757133596,38.5,6.15,0.64,24242.7406528049,41.67,-29.6,6.77560975609756,0.3111,19.7685631629701,7.06468094,0,31,2.641509434,17.2259507829975,175.66,0.449106227940339,0.300808379824661,0.235284071501765,0.0148013207332347,252,275,0.2433,0.6674,0.3071,1.2178,0.0613,0.14425,0.0457,0.25125,2.96900489396411,3.62668977469671,5.7199124726477,3.84696517412935,0.424956672443674,0.243980099502488,0.574129353233831,0.181890547263682,2.5,1.1,1.8,5.65486677646163,6.8,21.3628300444106,36.316811075498,2.54469004940773,33.7721210260903,13,2.2989047335496,13.2716049382716,0.929930795847751,0.0700692041522492
"CDK","H_debili_ssp_tardiflorus",38.5,41.869300862723,1242.23980286108,1.2739274334081,317.553494663816,32.8663154311007,-0.986149190887839,-25.1438844916689,49.459,42.956,0.337,0.739,33.7046846883277,1.4422,0.1667,7.65146970605879,0.115587297184856,0.9,0.35,103.981317315966,17.5,6.48,-0.58,19170.3673281031,40.53,-28.83,6.25462962962963,0.3666,17.6759410801964,5.647267381,0.805091376245515,21,2.589641434,17.877094972067,197.55,0.0865603644646925,0.726398380156922,0.150847886610985,0.0361933687674007,239,260,0.2735,0.6801,0.29265,1.24625,0.0426,0.1484,0.045,0.236,5.42018779342723,3.58288409703504,5.50333333333333,4.28072033898305,0.287061994609164,0.180508474576271,0.628813559322034,0.190677966101695,2.15,0.9,1.75,5.49778714378214,6.05,19.0066355542182,28.7475362757551,2.40528187540469,26.3422544003504,15.5,2.81931613477072,10.9518367346939,0.916330851717779,0.0836691482822212
"PAN","H_debili_ssp_tardiflorus",38.6,44.8036375705118,1166.82094682594,1.31365478005112,316.433638508412,34.1060971656254,-0.552572762845904,-14.3906501636027,37.554,33.266,0.426,0.891,38.3980401555094,1.1186,0.1442,6.75728155339806,0.128911138923655,1.19,0.54,80.6385726123821,47.5,5.8,-0.05,20117.6025314817,40.88,-29.01,7.04827586206897,0.3402,17.0487948265726,6.519385086,0.477237517281104,78,3.783783784,17.9176755447934,186.2,0.16702470461869,0.649140708915145,0.116970998925886,0.0668635875402793,187,205,0.1376,0.60925,0.32645,1.0733,0.02195,0.1398,0.05435,0.2161,5.26879271070615,3.35801144492132,5.0064397424103,3.96668209162425,0.157010014306152,0.101573345673299,0.646922720962517,0.251503933364183,1.5,0.5,1.7,5.34070751110265,4.7,14.765485471872,17.3494454294496,2.26980069221863,15.079644737231,18.5,3.46396052611772,6.64359861591696,0.869171570846537,0.130828429153463
"PAN","H_debili_ssp_tardiflorus",39,41.8997469989269,1143.4220431023,1.67096866111454,332.130438882137,25.0751243718597,-0.8595188771453,-23.4558177789388,29.036,35.762,0.285,0.742,36.6441658630665,0.997,0.1064,8.3703007518797,0.106720160481444,0.9,0.49,76.3944372117304,35.5,5.98,1.52,19120.7699515434,40.53,-29.68,6.77759197324415,0.3657,16.3522012578616,6.068003207,1.40946023847396,37,1.666666667,13.4883720930251,141.52,0.133338044092708,0.665065008479367,0.117509892594686,0.0840870548332391,183,197,0.1705,0.46595,0.26185,0.8983,0.0286,0.1066,0.04695,0.18215,4.96153846153846,3.37101313320825,4.57720979765708,3.93164973922591,0.268292682926829,0.157013450452923,0.585231951688169,0.257754597858908,1.65,0.4,1.65,5.18362787842316,4.95,15.5508836352695,19.244218498646,2.13824649984955,17.1059719987964,20,3.85830165071261,8,0.888888888888889,0.111111111111111
"PAN","H_debili_ssp_tardiflorus",38.7,35.292580209919,919.05787105377,1.35192334889848,332.089298749719,26.1054594838343,-0.483332922322746,-12.5865245317285,31.041,37.696,0.275,0.731,38.4008247156986,0.9261,0.1192,6.76929530201342,0.12871180218119,0.69,0.44,82.7606403127079,40,4.55,-0.1,20199.0740890939,40.75,-30.3,8.95604395604396,0.299,15.2173913043478,7.872067915,0.696170631361377,61,1.182033097,17.6282051282067,160.11,0.138342389607145,0.647992005496221,0.137093248391731,0.0765723565049029,178,192,0.1646,0.5842,0.2119,0.9607,0.0228,0.1227,0.03445,0.17995,6.21929824561403,3.76120619396903,5.15094339622642,4.33870519588775,0.185819070904645,0.12670186162823,0.68185607113087,0.1914420672409,1.7,0.55,1.75,5.49778714378214,5.15,16.1792021659874,20.8307227887088,2.40528187540469,18.4254409133041,18.5,3.3649902253715,7.66040816326531,0.884532001131115,0.115467998868885
"PAN","H_debili_ssp_tardiflorus",34.8,31.6227201066868,686.786938396083,0.883444962024818,318.012377556389,35.7947823192164,-0.927584893485831,-24.3080698656081,41.764,44.613,0.264,0.702,46.0444401877215,1.5491,0.1923,7.05564222568903,0.124136595442515,1.04,0.5,106.103385016292,28.5,4,0.25,17169.6734599021,39.55,-29.58,9.8875,0.2278,17.5592625109745,7.229920541,0,28,3.40145050574411,18.6792452830173,177.21,0.151910163083347,0.636420066587664,0.145646408216241,0.0660233621127476,178,190,0.14605,0.48495,0.423,1.054,0.02515,0.12135,0.0535,0.2,4.80715705765408,2.99629171817058,6.90654205607477,4.27,0.207251751133086,0.12575,0.60675,0.2675,1.25,0.5,1.55,4.86946861306418,4.05,12.7234502470387,12.8824933751266,1.88691908756237,10.9955742875643,21,4.31258555474813,5.82726326742976,0.853528425544886,0.146471574455114
"PAN","H_debili_ssp_tardiflorus",24.9,27.7045671388046,868.910421782904,0.954031236492433,326.998790918748,29.0394759407066,-1.16465698011561,-30.53633947912,14.239,26.545,0.254,0.739,31.8842615352202,0.4354,0.0454,8.59030837004405,0.104271933853927,0.63,0.41,76.3944372117304,60,5.7,1.48,15244.0424874194,39.33,-29.54,6.9,0.5671,10.051137365544,5.061570993,0,40,3.92032405317422,18.333333333335,53.28,0.0857732732732733,0.399211711711712,0.45457957957958,0.0604354354354354,187,208,0.06895,0.31145,0.206,0.5864,0.0107,0.05795,0.03005,0.0987,5.44392523364486,4.37446074201898,5.85524126455907,4.94123606889564,0.184641932700604,0.108409321175279,0.587132725430598,0.304457953394124,1.15,0.4,1.25,3.92699081698724,3.55,11.1526539202438,9.89798035421634,1.22718463030851,8.67079572390783,18.5,4.7109863155201,7.0656,0.876016663360444,0.123983336639556
"PSJ","H_debili_ssp_tardiflorus",41.8,39.4177811209269,1241.34867814459,1.80841361578435,291.632248494373,21.7968836204711,-0.604740903168307,-19.0445605871356,55.804,41.598,0.405,0.797,31.7539961293097,1.599,0.1772,8.02370203160271,0.110819262038774,0.98,0.36,78.5165049120562,43.5,6.55,0.91,18951.8882159479,41.54,-29.3,6.34198473282443,0.5024,13.0374203821656,7.084426523,0,133,3.854389722,14.4927536231895,126.63,0.18826502408592,0.55523967464266,0.162441759456685,0.0940535418147359,208,229,0.16665,0.6945,0.28915,1.1503,0.02275,0.1323,0.0426,0.19765,6.32527472527473,4.24943310657596,5.78755868544601,4.81988363268404,0.171957671957672,0.115102453832532,0.669365039210726,0.215532506956742,1.65,0.6,2.15,6.75442420521806,5.45,17.1216799620644,23.3282889483127,3.6305030103047,19.697785938008,17,2.51686886749974,5.4256354786371,0.844373369245013,0.155626630754987
"PSJ","H_debili_ssp_tardiflorus",45.8,42.7328941183966,1056.26685461919,1.06270582128193,305.799525283269,40.2114049463362,-0.947862805681322,-23.4291658691218,41.18,38.203,0.355,0.757,40.4565322972317,1.5589,0.1666,8.35714285714286,0.106870229007634,1.08,0.55,108.225452716618,35.5,6.63,0.34,15931.6267665036,41.3,-27.97,6.22926093514329,0.4223,15.6997395216671,7.888985316,0,40,3.422982885,14.1025641025638,186.3,0.324852388620505,0.512667740203972,0.112936124530327,0.0495437466451959,217,229,0.12515,0.38605,0.1144,0.6256,0.0206,0.0979,0.0226,0.1411,5.0752427184466,2.94330949948928,4.06194690265487,3.43373493975904,0.210418794688458,0.145995747696669,0.693834160170092,0.160170092133239,1.6,0.85,1.5,4.71238898038469,4.7,14.765485471872,17.3494454294496,1.76714586764426,15.5822995618054,11.5,2.44037579407573,8.81777777777778,0.898143956541422,0.101856043458579
"PSJ","H_debili_ssp_tardiflorus",36.3,33.2237141967716,802.693717801555,1.59440347594542,341.503686398767,20.8377080820595,-0.968886695265108,-24.9625920960136,58.492,50.249,0.291,0.788,41.3902755932435,1.7569,0.2421,6.25691862866584,0.137799533268826,0.89,0.48,114.591655817596,27.5,4.33,0.83,18537.9611501514,42.06,-29.59,9.71362586605081,0.2762,15.6770456191166,8.403466102,0.673984296573131,78,3.20754717,14.0316205533585,139.22,0.133170521476799,0.620672317195805,0.185174543887373,0.060982617440023,187,205,0.27905,1.05305,0.55835,1.89045,0.0421,0.2451,0.08695,0.37415,5.62826603325416,3.29640962872297,5.42150661299597,4.05265267940666,0.171766625866993,0.112521715889349,0.655084859013765,0.232393425096886,1.95,0.7,2.15,6.75442420521806,6.05,19.0066355542182,28.7475362757551,3.6305030103047,25.1170332654504,21,3.10907330691144,6.91833423472147,0.873710812102999,0.126289187897002
"PSJ","H_debili_ssp_tardiflorus",36.9,34.3314644877869,910.283113073868,0.928040627719396,313.441619978803,36.9934930242811,-0.882900203567137,-24.3030615243536,52.87,42.736,0.364,0.829,37.7151503688292,1.6531,0.1994,7.29037111334002,0.120621861956324,1.07,0.49,125.201994319225,25,6.04,0.59,15070.9124681104,41.6,-28.11,6.88741721854305,0.3744,16.1324786324786,6.515542813,0,74,3.327495622,19.577735124759,151.24,0.213633959270034,0.596138587675218,0.160870140174557,0.0293573128801904,194,211,0.15805,0.7106,0.36175,1.2304,0.0241,0.1657,0.05885,0.24865,5.55809128630705,3.28847314423657,5.14698385726423,3.94832093303841,0.145443572721786,0.0969233862859441,0.666398552181782,0.236678061532274,1.45,0.75,1.9,5.96902604182061,4.8,15.079644737231,18.0955736846772,2.83528736986479,15.2602863148124,21,3.51816189992611,5.38227146814404,0.843315972222222,0.156684027777778
"PSJ","H_debili_ssp_tardiflorus",30.1,22.9658602989412,536.194352052638,0.660178491785691,290.480381630897,34.7873500647102,-0.920842966051689,-25.2571251984274,46.298,40.875,0.348,0.759,42.8312238109637,1.5006,0.1983,6.56732223903177,0.132147141143543,1.15,0.41,82.7606403127079,38.5,5.18,0.7,10351.2423176185,41.14,-27.26,7.94208494208494,0.3814,13.581541688516,4.383410846,0.434132951134977,81,3.131524008,15.76923076923,162.56,0.166031003937008,0.652989665354331,0.137672244094488,0.0433070866141732,208,226,0.22385,0.7672,0.28315,1.2742,0.03265,0.17885,0.04855,0.26005,5.85604900459418,3.28962818003914,4.83213182286303,3.89982695635455,0.182555213866368,0.125552778311863,0.687752355316285,0.186694866371852,1.65,0.75,2,6.28318530717959,5.3,16.6504410640259,22.0618344098343,3.14159265358979,18.9202417562445,20.5,3.26267633338385,6.0225,0.857600569597722,0.142399430402278
"APL","H_floridanus",36.7,28.3687372564995,831.731792076022,1.18532557315408,338.998247056793,23.9332871061003,-0.875151141705922,-25.6582103336897,25.214,31.523,0.319,0.966,34.1080352185294,0.7661,0.086,7.90813953488372,0.112256885524083,0.68,0.34,133.690265120528,66.5,4.45,-1.25,18690.6020691241,40.82,-30.72,9.17303370786517,0.3335,13.3433283358321,5.888448373,1.23365107953039,58,5.498281787,14.6258503401353,221.143,0.282671393623131,0.494574099112339,0.180778048592992,0.0419764586715383,246,302,0.287645446314266,0.51392216351949,0.199808278221413,1.00137588805517,0.0439771080270266,0.108908489532885,0.0351567393209241,0.188042336880836,5.71432912996358,3.71309859017135,4.79826798549359,4.38659357459499,0.434205751113312,0.242787790810265,0.576741977270992,0.180470229626064,2.80166712034044,0.952061665414072,1.42573277433593,4.47907160983595,7.0290670150168,22.0824652959671,39.7868211841992,1.66614446001756,38.1206767241816,13.3361904464716,3.06890141998676,25.4729638009199,0.955816451129644,0.0441835465776769
"APL","H_floridanus",33.7,24.0227642048775,646.775681620659,1.139568571971,343.999866622364,21.0805780325511,-1.20691570416048,-32.4943341473827,27.785,33.543,0.31,0.913,37.1423429908224,0.8675,0.1032,7.40600775193799,0.118962536023055,1.03,0.58,161.277145224764,143,3.39,1.1,19078.9286613764,41.04,-30.88,12.1061946902655,0.2435,13.9219712525667,7.881500937,2.03899026073258,32,3.90804950603482,17.1511627906987,179.2927,0.31358220384879,0.473104036026007,0.171806771831759,0.0415069882934442,255,324,0.308561456247767,0.463976547917713,0.18668487390996,0.95922287807544,0.0464533396778923,0.100335090616747,0.0332724303234565,0.180060860618096,5.67040347282847,3.61758737352684,4.74196485895039,4.33847121704275,0.480200116976125,0.261734100940136,0.557974058983627,0.180291837577092,2.82787328322793,0.905130920823347,1.37779722887804,4.32847765237964,7.03354379533391,22.0965295161231,39.9186200875526,1.54629119301285,38.3723288945397,13.7852141778762,3.27109167084644,27.0519155318321,0.959179032077758,0.0408209654230978
"APL","H_floridanus",33.4,23.516357018529,647.643468004559,1.13592869798155,344.972772386627,20.7023179010404,-0.748417573803831,-20.6115153223758,21.619,31.382,0.276,0.939,36.3106526666358,0.604,0.0785,6.69426751592357,0.129966887417219,0.83,0.31,82.7606403127079,199,3.6,-0.63,17990.09633346,42.18,-30.82,11.7166666666667,0.301,11.9601328903654,7.190420757,0.984652861209356,64,3.041825095,20.4419889502782,211.2408,0.159644349008335,0.66826010884261,0.133081772081908,0.0390137700671461,250,302,0.2672,0.49835,0.0927,0.85825,0.04065,0.1007,0.01805,0.1594,5.57318573185732,3.94885799404171,4.13573407202216,4.38425345043915,0.403674280039722,0.255018820577164,0.631744040150565,0.113237139272271,2.6,0.95,1.5,4.71238898038469,6.7,21.0486707790516,35.2565235549115,1.76714586764426,33.4893776872672,13,2.75868568025952,18.9511111111111,0.949877478280241,0.0501225217197594
"APL","H_floridanus",35.7,27.4958169807925,713.368035730363,1.46572671017906,347.777442688404,18.7591703076991,-1.04888242258043,-24.1073858336127,18.265,31.721,0.228,0.903,38.543662742951,0.536,0.0704,6.61363636363636,0.13134328358209,0.91,0.33,112.46958811727,226.5,3.3,1.2,21617.2132039504,40.5,-31.29,12.2727272727273,0.3393,9.72590627763041,6.83593547,3.31306949413118,39,4.16688224162118,15.9420289855064,413.7088,0.129444188762724,0.666362426905108,0.152595497122614,0.0515978872095542,252,302,0.41855,0.3561,0.0964,0.87105,0.0581,0.07965,0.0188,0.15655,6.2039586919105,3.47080979284369,4.12765957446809,4.56403704886618,0.729441305712492,0.371127435324178,0.508783136378154,0.120089428297668,3.05,0.8,1.25,3.92699081698724,7.35,23.090706003885,42.4291722821386,1.22718463030851,41.2019876518301,18.5,4.7109863155201,33.5744,0.971076866120598,0.0289231338794021
"APL","H_floridanus",35.3,22.7100295924373,378.374626059903,1.10955457325124,346.916620376402,20.4676995074626,-1.11057490769206,-25.4687514433903,21.043,31.973,0.259,0.904,60.0199591313026,0.7128,0.1263,4.6437054631829,0.177188552188552,1.01,0.29,150.666806723135,138,2.25,1.92,16816.6500471068,42.11,-30.39,18.7155555555556,0.2006,11.2163509471585,8.10549543,6.06523365936163,87,4.13776518387333,13.2827324478173,252.1486,0.178252823930016,0.58927473719862,0.183462450316996,0.0490099885543683,290,335,0.279499113384816,0.451727731607914,0.172491772146479,0.903718617139209,0.0423372399540982,0.0990788968929798,0.0322505927669446,0.173666729614023,5.63263524521042,3.5839507044127,4.48979747907905,4.236082895938,0.447059964256909,0.247555638761884,0.569970620476576,0.18247373912627,2.80380568435892,0.850636270654704,1.33963000911214,4.20857179515514,6.94724137782998,21.8254024753057,39.0158526288907,1.45513798860107,37.5607146402896,13.7371555367372,3.35024509636154,27.957272414536,0.960312397967702,0.0396876003970277
"OCK","H_floridanus",30.9,19.1378254591737,397.760705062771,0.784530641059032,343.223031171377,24.3939808817916,-0.0994569014055028,-2.06711297011272,22.613,46.252,0.133,0.749,48.1139167735373,0.8339,0.1088,6.66452205882353,0.13047127952992,0.91,0.31,129.446129719876,106.5,2.27,2.57,17522.4980203864,37.71,-31.13,16.6123348017621,0.3086,7.35580038885288,7.489903284,0,119,3.887688985,18.965517241374,318.3765,0.245120478427271,0.574347981085287,0.151990175154259,0.0285413653331826,246,293,0.3584,0.4592,0.1949,1.0125,0.0491,0.1133,0.03785,0.20025,6.29938900203666,3.05295675198588,4.14927344782034,4.0561797752809,0.433362753751103,0.245193508114856,0.565792759051186,0.189013732833958,3.35,0.85,1.45,4.5553093477052,8.15,25.6039801267568,52.168109508267,1.65129963854314,50.5168098697239,13,2.85381277268226,30.5921521997622,0.968346569310098,0.0316534306899018
"OCK","H_floridanus",34.1,25.1816377418123,663.059959874755,0.9522758413369,336.614239209901,26.4436381232352,-0.873225785981594,-22.992986419353,62.589,55.557,0.255,0.941,37.9779194427136,2.0771,0.2377,7.73832562053008,0.114438399691878,1.4,0.5,101.85924961564,116.5,3.1,1.75,21389.0309637018,39.7,-31.25,12.8064516129032,0.2775,11.1711711711712,7.21759007215739,0.990866791310002,51,4.331450094,19.6226415094335,225.9016,0.0688007521859075,0.75175209029064,0.175288709774521,0.00415844774893139,262,335,0.27714439996096,0.394697538414738,0.150731197772033,0.822573136147731,0.0407224884168849,0.0853072850609962,0.0252811382905996,0.151310911768481,5.83699033504606,3.60871752551164,5.0119351536475,4.43969771067051,0.499366149989449,0.274985597483478,0.562004481508537,0.163009919601456,2.72099731556746,0.952350342060147,1.31019640813803,4.11610341056617,6.75219103927296,21.2126337646148,36.3525885138366,1.37864978130052,34.9739387325361,13.0713116721489,3.2203006495465,27.1603349432625,0.960521254987829,0.0394787436056425
"OCK","H_floridanus",37.7,26.2411183863615,931.033228664808,1.14520300993166,341.922136578853,22.9139446532954,-0.910149269274886,-32.2920387867435,45.095,47.25,0.254,0.921,28.1849428983258,1.3937,0.1271,9.96538158929976,0.0911960967209586,1.22,0.41,101.85924961564,85,4.75,-0.77,19600.6995508381,40.15,-30.96,8.45263157894737,0.332030165481937,12.5395059826098,7.963535482,3.95215320387609,52,3.80463127075224,17.441980348248,380.0913,0.248621054993892,0.578068742957284,0.140062400796861,0.0332478012519624,255,324,0.311370967593794,0.518315947297939,0.218679355689355,1.04836627058109,0.0468997221932012,0.110193791242769,0.0368983860713136,0.19447439826299,5.66918518624247,3.71825171163536,4.95039191513461,4.4233528201172,0.440972204581795,0.243680307105232,0.567956582547388,0.188363108061262,2.82799946970715,0.880364779913524,1.40930385067776,4.42745862396504,7.06530279009206,22.1963033407407,40.7643030885704,1.62590021760991,39.1384028709605,14.2416533652844,3.32601822146105,26.6797139491815,0.956735510126824,0.0432644875994347
"OCK","H_floridanus",41.3,23.5155320829266,638.995125410571,0.946016648127445,338.32298077782,24.8574188725679,-1.05563253788091,-27.9629083482702,31.983,41.668,0.231,0.96,36.8008004252259,1.0148,0.1177,7.62192013593883,0.115983445013796,1.3,0.35,110.347520416944,99,4.35,1.49,14689.5431128867,41.25,-30.69,9.48275862068966,0.3588,12.123745819398,7.465239035,1.10146151305018,105,4.04002365161481,14.9350649350648,198.5832,0.236321602230199,0.619675783248533,0.141955613566505,0.00204700095476354,227.945599182659,264.92062213098,0.247869726273636,0.546006193478859,0.219345964354226,1.01322188410672,0.037720805465955,0.123746895227933,0.0395993082570097,0.201067008950898,5.62808931573879,3.50761881971578,4.70735036014092,4.09706241932364,0.331204962180282,0.195584769672514,0.611702493506636,0.19271273416316,2.59125516027263,0.840565377915163,1.46788814100717,4.61150660007969,6.65039846155243,20.892842950258,36.2735988972198,1.77806926833346,34.4955296288864,13.8360882073511,3.07333507031618,21.9172509635775,0.945697469738787,0.0543025276035221
"OCK","H_floridanus",35.3,12.3627847767865,242.792713943057,0.111713550325793,202.121549534566,110.665042340277,-0.978863883395777,-24.3938684331295,29.812,34.15,0.321,0.914,50.9190929826915,0.9661,0.1518,5.36429512516469,0.15712659145016,1.45,0.58,144.300603622157,159.5,2.29,2.35,10602.3019189108,40.32,-30.29,17.6069868995633,0.2138,10.710944808232,8.123696019,4.11886902923464,100,3.5414587037468,11.6504854368919,365.4323,0.303039441231659,0.548747332953327,0.126316146656987,0.0218970791580274,252,296,0.34955,0.5286,0.24795,1.1261,0.0586,0.1214,0.049,0.229,4.96501706484642,3.35420098846787,4.06020408163265,3.9174672489083,0.482701812191104,0.25589519650655,0.530131004366812,0.213973799126638,2.85,0.9,1.6,5.02654824574367,7.3,22.9336263712055,41.85386812745,2.01061929829747,39.8432488291526,14.5,2.8846833435406,19.81640625,0.951960968286733,0.048039031713267
"OCK","H_floridanus",38,23.7717610228624,605.489401793017,1.08500280391397,342.908484250635,21.9094005445052,-1.08817875577505,-24.4258114122135,32.883,49.004,0.172,0.839,39.2604081136149,1.1212,0.1291,7.6847405112316,0.115144488048519,1.24,0.23,101.85924961564,129.5,3.73,1.34,16232.959833593,40.74,-30.71,10.9222520107239,0.3632,10.2698237885463,6.987915021,1.82820001509024,72,3.89691317925074,14.8975791433892,480.145,0.0756344437617803,0.751769569609181,0.170867758697893,0.0017282279311458,244.004726191115,288.137433876513,0.271808798078551,0.436418887650492,0.167278938995736,0.875506624724779,0.0403221157850364,0.0939111058881023,0.0298623692248957,0.164095590898035,5.77551529043615,3.65712008135236,4.72505709284435,4.35321384890799,0.448262736868423,0.250140260776101,0.573278641559334,0.176581095921928,2.74899257926417,0.881851857078065,1.33591860591163,4.19691207812589,6.83390376443997,21.4693418617042,37.6928055745912,1.43940426804236,36.2534013065488,13.3473029749079,3.23699086389145,26.8426364684993,0.959309555136822,0.0406904431205407
"OCK","H_floridanus",37.9,19.1464144460835,373.956362886244,0.698421104120127,336.632374892362,27.4138543825995,-0.992476874355808,-25.0290216158981,27.676,34.269,0.296,0.915,51.1995953172424,0.9237,0.1417,5.51870148200423,0.153404785103389,1.24,0.45,148.544739022809,159,2.34,2.02,15981.0411489848,40.88,-30.2,17.4700854700855,0.2726,8.58400586940572,7.1760451239971,2.860521561087,141,3.88782542167455,14.5610278372593,300.1874,0.243745740160979,0.528869632769397,0.215719913627288,0.0116647134423364,255,327,0.322633780830908,0.466006696364947,0.191160068770889,0.979800545966745,0.0491110493276209,0.101402589550913,0.0356595816160849,0.186173220494619,5.59941810273125,3.60883708443847,4.53835293084601,4.29775574677494,0.497495586090128,0.266685595223724,0.54715578965314,0.186158612808576,2.92752353992398,0.876956963420114,1.37233532648744,4.31131857995469,7.22738240633541,22.7054914724275,42.1201625291316,1.5161212729548,40.6040412561768,14.1308214812733,3.34481369784383,28.3094451947943,0.961958759636217,0.0380412380492246
"VOL","H_floridanus",35.4,28.1550085113552,597.333905346722,1.49593420061934,349.512325034762,18.8210206703601,-1.29453606167512,-27.4647504020713,34.688,39.044,0.286,0.907,47.1344557195572,1.2145,0.1635,6.42813455657492,0.134623301770276,1.19,0.58,140.056468221506,150,2.71,1.66,22041.8415257093,39.85,-30.83,14.7047970479705,0.2077,13.0476649013,8.149257041,1.40810179697588,48,5.504587156,20.9163346613539,201.3842,0.167202292930627,0.596875027931685,0.226517273947013,0.00940540519067534,252,307,0.48,0.4309,0.1998,1.1107,0.0716,0.10145,0.04095,0.214,5.70391061452514,3.24741251848201,3.87912087912088,4.19018691588785,0.705766387382947,0.334579439252336,0.474065420560748,0.191355140186916,3.7,1.05,1.3,4.08407044966673,8.7,27.3318560862312,59.4467869875529,1.32732289614169,58.1194640914112,13,3.18309886183791,43.7869822485207,0.977672083498481,0.0223279165015194
"VOL","H_floridanus",31.7,19.5441394388857,566.911372703757,0.945930231803272,347.193114573465,20.6612906341177,-0.681985361879298,-19.7821581695031,47.484,41.172,0.352,0.938,34.4747704489933,1.4347,0.1637,7.76420281001833,0.114100508817174,1.41,0.63,101.85924961564,218.5,3.28,1.01,17283.8833141389,40.74,-30.51,12.4207317073171,0.279,11.7562724014337,5.737484899,0.985161224373477,77,2.300884956,21.9424460431654,248.3532,0.29485345870317,0.508895798403242,0.19254070412622,0.00371003876736841,255,327,0.347072444110891,0.520779878597519,0.216411402304695,1.08426372501311,0.0520183991518395,0.112612305939274,0.039948530313574,0.204732696655303,5.75783958195777,3.61925611510767,4.52665033211955,4.32270050972937,0.477997388288727,0.25893895529894,0.553376337591525,0.187684705136496,3.01959501364147,0.881833120293808,1.42856109748495,4.48795704906288,7.46775112476789,23.4606320724077,45.2718453032005,1.65367027374088,43.6181750294597,14.4747431588563,3.29069045458027,28.1612676338201,0.960440281297181,0.0395597167495438
"VOL","H_floridanus",40.6,33.5213937524852,685.204553341468,1.06150273986729,322.413282491915,31.5791872159239,-1.05479390795285,-21.5608454082418,28.147,49.936,0.142,0.782,48.9217323338189,1.2355,0.1377,7.97240377632535,0.111452853095913,1.24,0.3,135.812332820854,217,3.77,0.79,18175.1870912856,39.21,-29.62,10.4005305039788,0.2286,16.4916885389326,6.9997116,1.19688819406184,74,2.19123506,22.7500000000003,314.6525,0.406270409419916,0.447474912800629,0.133523172388587,0.0127315053908677,246,296,0.3204,0.42015,0.17395,0.9145,0.0498,0.0969,0.03775,0.18445,5.43373493975904,3.3359133126935,3.60794701986755,3.95798319327731,0.513931888544892,0.269991867714828,0.525345622119816,0.204662510165356,2.75,0.9,1.3,4.08407044966673,6.8,21.3628300444106,36.316811075498,1.32732289614169,34.9894881793563,13.5,3.30552574113936,26.3609467455621,0.963451557093426,0.0365484429065744
