Species,SPAD,L_Aarea,L_Amass,L_Con,L_Ci,L_iWUE,L_NightRespArea,L_NightRespmass,LA,L_Peri,L_Circ,LS,LMA,L_FreshMass,L_DryMass,LWC,LDMC,L_MidribT,L_LaminaT,L_Tough,L_life,LN,LD15N,LPNUE,LC,LD13C,LCN,LP,Leaf_N_P,L_VeinD,L_T_activity,LTD,L_LipidC,L_AshC,WPTB,WPBMF,WPSMF,WPLMF,WPRMF,WPFB,WPFF,FPFM,FDFM,FRFM,FTFM,FPDM,FDDM,FRDM,FTDM,FPWC,FDWC,FRWC,FTWC,P_D,P_T,D_T,R_T,FRL,FRW,FDD,FDC,FTD,FTC,FTA,FDA,FPA,FRN,FPD,FAIR,FPAF,FDAF
H_heterophyllus,28.6,53.80932748,894.2547516,1.672683271,321.9335777,32.16946593,-1.337745352,-25.93722913,25.427,69.544,0.066,0.167,60.17225784,1.82,0.153,10.89542484,0.084065934,1.32,0.51,188.8640253,146,2.92,-1.43,30625.16273,40.1,-31.05,13.73287671,0.7798,3.744549885,5.477347723,1.592736566,35,1.443298969,15.625,39.1555,0.083852843,0.460982493,0.416288899,0.038875765,269,351,0.371771201,0.644061412,0.29226959,1.308102203,0.04795972,0.125309485,0.040061541,0.213232743,6.770430875,4.088056722,6.348629405,5.086064928,0.410300934,0.230730768,0.583062648,0.186206582,3.030146526,0.773441627,1.484862611,4.664833471,7.545155664,23.7038056,47.10712559,1.850190883,45.25693471,16.86672008,3.776413036,28.43372643,0.957076504,0.042923495
H_heterophyllus,46.5,27.54094518,401.4791095,0.922225732,329.5493798,29.86356184,-1.224976586,-17.85713982,34.782,65.462,0.102,0.659,68.59870048,4.2338,0.2386,16.74434199,0.056355992,2.69,1.1,186.7419576,172,3.25,-2.48,12353.20337,36.16,-30.66,11.12615385,0.4298,7.561656584,6.632833054,0.909075721,66,1.446654611,22.3853211,9.4501,0.198378853,0.500523804,0.244907461,0.056189882,226,264,0.363989366,0.682539685,0.332043951,1.378573001,0.046554808,0.129995139,0.043484776,0.221672637,6.916220982,4.210172476,6.471613684,5.222874056,0.374451508,0.216105241,0.593102975,0.190791783,3.046262819,0.700423396,1.496975535,4.702887345,7.589501173,23.84312113,48.22912196,1.869869138,46.35925282,16.85006045,3.747559933,28.74370344,0.955965983,0.044034015
H_heterophyllus,44,21.20662874,426.0406018,1.184523676,350.6790131,17.90308558,-1.539000624,-30.91848121,44.881,54.641,0.189,0.845,49.77607451,3.1673,0.2234,13.17770815,0.070533262,3.07,1.01,152.7888744,172,3.47,-0.3,12277.82714,39.41,-30.88,11.3573487,0.5338,6.500562008,6.666250015,1.029759612,62,1.102941176,19.7979798,29.0251,0.317328795,0.393373322,0.26528763,0.024010253,239,264,0.41605,0.718,0.25635,1.3904,0.0547,0.1619,0.03955,0.25615,6.606032907,3.434836319,5.481668774,4.428069491,0.337862878,0.21354675,0.632051532,0.154401718,3.2,0.65,1.45,4.555309348,7.85,24.66150233,48.39819832,1.651299639,46.74689869,20.5,4.500243218,28.30915577,0.965880969,0.034119031
H_heterophyllus,49.1,32.91022231,460.3201017,1.291902868,333.7880763,25.47422344,-1.706005001,-23.86214193,32.646,57.571,0.124,0.81,71.49421062,3.3284,0.2334,13.260497,0.070123783,2.2,0.99,220.6950408,131.5,3.45,-0.3,13342.61164,38.17,-31.58,11.06376812,0.5479,6.296769483,6.709763772,1.043334598,87,1.079136691,19.76047904,20.1939,0.127890105,0.477555103,0.328054512,0.06650028,226,267,0.350980768,0.647379953,0.288188155,1.286548876,0.045504404,0.12274223,0.03871084,0.207865916,6.875559401,4.255878515,6.557246359,5.247250414,0.380693445,0.220630215,0.596521933,0.18284785,2.912262776,0.745693095,1.473239206,4.628317466,7.297764758,22.92660415,44.20491261,1.787383383,42.41752922,16.78515712,3.7525362,26.65460111,0.954291814,0.045708185
H_heterophyllus,38.5,18.69681041,214.9227437,0.632026814,334.9235037,29.58230569,-1.362828693,-25.63352981,22.542,47.194,0.127,0.297,86.99316831,2.4027,0.1961,11.25242223,0.081616515,2.03,1.17,218.5729731,133,2.9,-0.79,7411.129092,39.12,-29.54,13.48965517,0.2888,10.04155125,6.634955828,1.623723457,71,1.208981002,17.46987952,44.2575,0.142448173,0.448737502,0.315878665,0.092935661,236,272,0.365795002,0.661267478,0.299237406,1.326299887,0.046625142,0.126318926,0.040162155,0.213785499,6.907040521,4.207730932,6.401234116,5.208816198,0.391844993,0.223862337,0.591171286,0.184966375,2.968908979,0.705852218,1.467350844,4.609818631,7.405168802,23.26402391,45.78474353,1.798084011,43.98665952,17.25185555,3.910859485,28.77546508,0.955530516,0.044469483
H_heterophyllus,33.7,19.47515812,415.034745,1.02153616,326.6931599,19.06458027,-1.320094006,-25.69318156,40.363,59.899,0.141,0.42,46.92416322,3.2851,0.1894,16.34477297,0.057654257,1.9,0.68,148.544739,233,3.1,0.36,13388.21758,36.89,-31.36,11.9,0.6823,4.543455958,6.080954391,1.219079003,47,6.144067797,22.52427184,22.5976,0.17981113,0.358445145,0.377779056,0.083964669,233,269,0.3047,0.4672,0.2198,0.9917,0.0369,0.1007,0.0285,0.1661,7.257452575,3.639523337,6.712280702,4.970499699,0.366434955,0.222155328,0.606261288,0.171583384,3.1,0.4,1.3,4.08407045,7.5,23.5619449,44.17864669,1.327322896,42.85132379,21,5.141928931,32.28402367,0.969955556,0.030044444
H_longifolius,32.6,29.46490388,823.5401762,1.166141954,336.077938,25.26699581,-0.661245884,-18.48173522,31.779,48.983,0.166,0.818,35.77834419,1.0646,0.1137,8.363236588,0.106800676,0.96,0.33,87.00477571,205.5,4.88,-2.05,16875.82328,50.93,-31.47,10.43647541,0.4049,12.05235861,6.594261352,1.068879055,0,5.161290323,14.11992263,106.9101,0.260218632,0.367081314,0.274518497,0.098181556,226,255,0.11295,0.3712,0.1365,0.62065,0.02205,0.0777,0.02225,0.122,4.12244898,3.777348777,5.134831461,4.087295082,0.283783784,0.180737705,0.636885246,0.182377049,2.8,0.4,1.25,3.926990817,6.85,21.51990968,36.85284532,1.22718463,35.62566069,12,3.055774907,29.0304,0.96670041,0.03329959
H_longifolius,34.5,28.3158108,763.5415429,1.118175391,336.9302999,25.32322838,-0.86860975,-23.42223689,29.446,51.267,0.141,0.837,37.08483325,0.9952,0.1092,8.113553114,0.109726688,1.46,0.31,97.61511421,179.5,4.52,-1.25,16892.51201,43.46,-30.87,9.615044248,0.3434,13.16249272,10.47379296,1.171760293,0,2.201834862,8.928571429,105.2462,0.180814129,0.425277112,0.27852407,0.115384688,226,255,0.095,0.2297,0.0743,0.399,0.01675,0.0579,0.01825,0.0929,4.671641791,2.967184801,3.071232877,3.294940797,0.289291883,0.180301399,0.623250807,0.196447793,2.3,0.5,0.85,2.670353756,5.45,17.12167996,23.32828895,0.567450173,22.76083878,12,4.493786628,40.11072664,0.975675448,0.024324552
H_longifolius,28.9,20.16710421,502.7398004,0.860085028,341.4569161,23.44780291,-0.789541115,-17.13695833,26.574,55.627,0.108,0.433,40.11439753,0.9084,0.1066,7.521575985,0.117349185,1.43,0.29,133.6902651,189.5,3.43,-1.13,14657.13704,42.15,-29.66,12.28862974,0.2854,12.01822004,7.36712532,2.108787065,0,3.431212257,15.25,152.6128,0.119911305,0.558996362,0.217531557,0.103560776,239,267,0.11585,0.3559,0.1232,0.59495,0.0182,0.09555,0.03035,0.1441,5.365384615,2.724751439,3.059308072,3.128730049,0.19047619,0.12630118,0.663081194,0.210617627,2.55,0.55,1.2,3.769911184,6.3,19.79203372,31.17245311,1.130973355,30.04147975,10.5,2.785211504,26.5625,0.963718821,0.036281179
H_longifolius,31.6,22.52134246,634.7591413,1.263025722,351.8235856,17.83126192,-0.78546036,-18.12912436,28.523,51.861,0.133,0.613,35.48013884,1.0361,0.1012,9.238142292,0.09767397,1.33,0.27,89.12684341,101.5,4.45,-2.52,14264.25037,41.8,-30.56,9.393258427,0.3484,12.77267509,7.209675468,0.277765034,0,3.649419475,16.08695652,171.4724,0.158276201,0.539328778,0.21516174,0.087233281,236,272,0.14475,0.37185,0.13255,0.64915,0.0238,0.08995,0.02735,0.1411,5.081932773,3.133963313,3.846435101,3.600637845,0.26459144,0.168674699,0.637491141,0.19383416,2.45,0.55,1.3,4.08407045,6.2,19.47787445,30.1907054,1.327322896,28.8633825,12.83095609,3.581218722,21.74556213,0.95603538,0.04396462
H_longifolius,36.9,27.93900261,596.2141874,1.05050227,333.3211316,26.59585173,-0.828190337,-18.5734782,49.103,67.569,0.135,0.787,46.86068061,1.8904,0.2301,7.215558453,0.121720271,1.35,0.41,110.3475204,219,2.86,-0.54,20846.64991,41.6,-31.16,14.54545455,0.2492,11.47672552,6.576468388,1.804266343,0,3.45214817,14.67710372,158.4848,0.188724723,0.452283121,0.288326704,0.070665452,233,264,0.1377,0.35995,0.12045,0.6181,0.0247,0.08355,0.02675,0.135,4.574898785,3.308198683,3.502803738,3.578518519,0.295631358,0.182962963,0.618888889,0.198148148,2.5,0.65,1.25,3.926990817,6.25,19.63495408,30.67961576,1.22718463,29.45243113,12.79779568,3.691024331,24,0.96,0.04
H_longifolius,38.4,30.55914659,673.838998,1.289833901,338.7744821,23.69231152,-0.89806607,-19.80264529,41.19,70.817,0.103,0.805,45.3508133,1.5374,0.1868,7.230192719,0.121503838,0.99,0.31,127.324062,243.5,3.67,-0.85,18360.73564,36.03,-30.23,9.817438692,0.3162,11.60657812,6.807333504,0.723010032,0,4.090909091,14.0167364,107.8413,0.279670219,0.349023982,0.310919842,0.060385956,236,264,0.0673,0.17925,0.031,0.27755,0.0105,0.03975,0.0073,0.05755,5.40952381,3.509433962,3.246575342,3.822762815,0.264150943,0.182450043,0.690703736,0.126846221,2.2,0.4,1.1,3.455751919,5.5,17.27875959,23.75829444,0.950331778,22.80796267,11,3.183098862,24,0.96,0.04
H_longifolius,35.5,24.98337704,474.138079,0.917218593,334.0653339,27.23819298,-0.256799827,-4.873583603,45.149,74.625,0.102,0.754,52.69219695,1.603,0.2379,5.738125263,0.148409233,1.24,0.3,142.1785359,247,2.49,-0.17,19041.68992,42.42,-29.6,17.03614458,0.2224,11.19604317,7.478351942,2.389233844,0,2.51572327,13.26732673,133.0213,0.30904825,0.338136825,0.288192944,0.064621982,226,257,0.09395,0.23605,0.09865,0.42865,0.01455,0.0499,0.00865,0.0731,5.457044674,3.730460922,10.40462428,4.863885089,0.291583166,0.199042408,0.682626539,0.118331053,2.05,0.4,1,3.141592654,5.1,16.02212253,20.42820623,0.785398163,19.64280807,13.5,4.297183463,25.01,0.961553249,0.038446751
H_longifolius,39.1,27.1373481,614.2760116,1.044136519,335.1623313,25.99022982,-1.159284875,-26.24135883,52.583,64.337,0.16,0.815,44.17777609,2.1,0.2323,8.040034438,0.110619048,1.17,0.35,89.12684341,91,4.37,-1.21,14056.6593,48.47,-30.83,11.09153318,0.426,10.25821596,7.166876644,0,0,4.946236559,12.95896328,74.207,0.373549665,0.269485359,0.278100449,0.078864528,236,264,0.175806761,0.385795005,0.141454503,0.703056269,0.027835529,0.08482297,0.026439,0.139018527,5.233653541,3.593237069,4.316450241,4.001821812,0.361664503,0.207723956,0.609129407,0.183146635,2.5012655,0.612756601,1.202306001,3.7771557,6.204837001,19.49307034,31.31954411,1.195131264,30.12441284,13.02240781,3.602492843,27.02104298,0.961296747,0.038703251
H_longifolius,40.9,31.56410132,626.5904175,1.169146382,332.7464076,26.99756148,-0.863857468,-17.14874776,48.08,75.905,0.105,0.769,50.37437604,1.9166,0.2422,6.913294798,0.126369613,1.77,0.31,137.9344005,237,3.29,0.64,19045.30144,41.41,-30.1,12.58662614,0.2206,14.91387126,7.352702929,0.839499458,0,4.517453799,15.95330739,147.2163,0.24053043,0.352474556,0.315412084,0.091582929,229,257,0.155634055,0.355910133,0.144763741,0.656307929,0.0247904,0.077712564,0.025366674,0.127835007,5.258773794,3.576549702,4.534030694,4.036565892,0.348759694,0.201956761,0.610571412,0.187471826,2.423500583,0.556646797,1.176989356,3.697621113,6.023990521,18.92492437,29.4366208,1.148282949,28.28833785,12.74976428,3.635716303,27.46291862,0.958067841,0.041932158
H_longifolius,38.1,27.67591335,590.5768785,0.911788316,325.7769215,30.35344154,-0.84320124,-18.17460037,38.773,63.004,0.123,0.814,46.86250741,1.5862,0.1817,7.729774353,0.114550498,1.65,0.34,135.8123328,262,3.34,-1.03,17681.94247,39.76,-30.05,11.90419162,0.3452,9.675550406,7.415982119,0.740589256,0,3.180212014,15.0390625,129.5913,0.33551635,0.286438982,0.312808807,0.065235861,233,262,0.1309,0.28725,0.08345,0.5016,0.0163,0.0529,0.0136,0.0828,7.030674847,4.430056711,5.136029412,5.057971014,0.308128544,0.196859903,0.638888889,0.164251208,2.3,0.4,1.25,3.926990817,5.85,18.37831702,26.87828865,1.22718463,25.65110402,14,3.565070725,20.9024,0.954342903,0.045657097
H_longifolius,41.2,21.79116919,489.5836336,1.691197996,358.7041575,12.88504909,-0.83180407,-18.39465999,37.52,65.11,0.111,0.702,44.50959488,1.2948,0.167,6.753293413,0.128977448,1.1,0.26,118.8357912,216.5,4.09,0.32,11970.25999,42.62,-30.07,10.4205379,0.1994,20.5115346,6.115864259,0.811368892,0,2.867383513,14.97120921,212.6047,0.395616842,0.287575957,0.265979539,0.050827663,233,267,0.1176,0.21095,0.0797,0.40825,0.01985,0.05185,0.01335,0.08505,4.924433249,3.068466731,4.970037453,3.800117578,0.382835101,0.233392122,0.609641387,0.15696649,2.6,0.5,1.1,3.455751919,6.3,19.79203372,31.17245311,0.950331778,30.22212133,11.5,3.327785174,31.80165289,0.969513731,0.030486269
H_longifolius,45.7,24.33983314,506.5311628,0.84931976,330.7138628,28.65803233,-1.110486845,-24.75528146,27.387,46.247,0.161,0.773,48.05199547,1.0711,0.1316,7.139057751,0.122864345,0.63,0.35,108.2254527,144.5,3.78,-0.85,13400.29531,39.55,-30.97,10.46296296,0.342233694,12.36571234,7.147367021,1.098952383,46.55366218,3.652959412,16.41306524,112.9762,0.352109559,0.305285538,0.282183327,0.060421576,233,264,0.13265,0.31765,0.09745,0.54775,0.0312,0.07125,0.02135,0.1238,3.251602564,3.458245614,3.56440281,3.42447496,0.437894737,0.252019386,0.57552504,0.172455574,2.35,0.5,1.05,3.298672286,5.75,18.06415776,25.96722678,0.865901475,25.1013253,13,3.940979543,28.98866213,0.966654064,0.033345936
H_longifolius,33.6,26.72889601,621.859035,0.901314081,329.3559521,29.65547367,-0.970009781,-22.56768653,41.11,61.216,0.138,0.843,42.98224276,1.5525,0.1767,7.786078098,0.113816425,1.43,0.31,120.9578589,272.5,3.89,-0.33,15986.09344,42.03,-29.92,10.80462725,0.2878,13.51633079,6.118650023,0,0,1.323251418,12.1756487,78.1383,0.246524432,0.417270404,0.280656221,0.055548943,236,269,0.1274,0.161,0.0242,0.3126,0.03615,0.02435,0.0125,0.073,2.524204703,5.611909651,0.936,3.282191781,1.484599589,0.495205479,0.333561644,0.171232877,2.25,0.55,0.9,2.827433388,5.4,16.96460033,22.90221044,0.636172512,22.26603793,10.5,3.713615339,35,0.972222222,0.027777778
H_longifolius,39.8,24.5083047,519.9427558,0.79299647,328.8692867,30.90594426,-0.762544222,-16.17734678,44.806,77.316,0.094,0.775,47.13654421,2.0733,0.2112,8.816761364,0.101866589,1.39,0.36,129.4461297,138.5,4.11,-1.4,12650.67532,40.46,-29.72,9.844282238,0.4811,8.542922469,7.667394148,0.180158116,0,3.745318352,8.333333333,64.1942,0.159515969,0.529722311,0.22715292,0.0836088,275,330,0.224930837,0.386446718,0.157827312,0.769204867,0.033850632,0.084536123,0.028131202,0.14652918,5.57218921,3.580700032,4.474094668,4.163057615,0.413398901,0.228638144,0.585917007,0.185444847,2.616927023,0.679801018,1.250740194,3.929316206,6.484594241,20.37195363,34.37085739,1.282388874,33.08846851,13.76366271,3.611682693,27.54643844,0.960668699,0.0393313
H_longifolius,31.4,22.16390136,559.4280926,0.968351252,343.7830101,22.888287,-0.18461669,-4.659818726,23.928,51.776,0.112,0.708,39.61885657,0.9154,0.0948,8.656118143,0.103561285,0.93,0.26,89.12684341,76,4.24,-4.47,13194.05879,42.47,-30.5,10.01650943,0.4646,9.126130004,9.241188938,0,0,6.074766355,7.038123167,106.934,0.393700787,0.154405521,0.413058522,0.038835169,243,279,0.0628,0.16605,0.0385,0.26735,0.0087,0.04045,0.0093,0.05845,6.218390805,3.105067985,3.139784946,3.573994867,0.215080346,0.148845167,0.692044482,0.159110351,2.05,0.4,0.85,2.670353756,4.95,15.55088364,19.2442185,0.567450173,18.67676833,10,3.74482219,32.91349481,0.970513213,0.029486787
H_longifolius,46.2,31.63404449,474.9653462,1.186901939,331.7620743,26.65261842,-0.186020334,-2.79297869,49.097,74.521,0.111,0.785,66.60284742,2.2154,0.327,5.774923547,0.147603142,1.79,0.33,116.7137235,217,2.9,1.64,16378.11539,41.14,-30.47,14.1862069,0.1866,15.54126474,6.250336515,1.689187534,0,2.457466919,12.65060241,137.441,0.430220968,0.300131693,0.234339098,0.035308241,229,260,0.14415,0.2834,0.08465,0.5122,0.02645,0.07195,0.0205,0.1189,4.449905482,2.938846421,3.129268293,3.307821699,0.3676164,0.222455845,0.605130362,0.172413793,1.8,0.5,0.95,2.984513021,4.55,14.29424657,16.25970548,0.708821842,15.55088364,13,4.355819495,21.93905817,0.956406231,0.043593769
H_longifolius,39,16.85476838,341.9401688,1.018730059,353.5251273,16.54488177,-0.83860086,-18.51234811,45.241,75.525,0.1,0.677,49.2915718,1.7427,0.223,6.814798206,0.127962357,1.45,0.38,118.8357912,257.5,3.91,0.45,8745.272859,43.3,-30.88,11.0741688,0.2722,14.36443791,6.398465177,1.045619274,0,2.355072464,11.50793651,166.4503,0.170681579,0.493540715,0.254626756,0.08115095,236,269,0.1227,0.25455,0.0834,0.46065,0.0218,0.05805,0.02215,0.102,4.628440367,3.38501292,2.76523702,3.516176471,0.375538329,0.21372549,0.569117647,0.217156863,2.3,0.5,0.9,2.827433388,5.5,17.27875959,23.75829444,0.636172512,23.12212193,13,4.597809467,36.34567901,0.97322314,0.02677686
H_microcephalus,30.6,29.5582091,1053.962486,0.984624243,327.4478801,30.01978605,-1.187449968,-42.34112139,50.134,36.451,0.474,0.915,28.04483983,0.938,0.1406,5.67140825,0.14989339,0.96,0.38,72.15030181,133,5.74,0.26,18361.71578,43.65,-29.32,7.604529617,0.4017,14.2892706,7.595827261,0.325663814,32,3.435114504,16.30434783,155.0037,0.346636887,0.499337113,0.129669163,0.024356838,217,257,0.0317,0.1489,0.05645,0.23705,0.0073,0.0321,0.013,0.0524,3.342465753,3.638629283,3.342307692,3.523854962,0.22741433,0.139312977,0.61259542,0.248091603,1.55,0.45,0.7,2.199114858,3.8,11.93805208,11.34114948,0.3848451,10.95630438,6,2.728370453,28.46938776,0.966066482,0.033933518
H_microcephalus,26.8,30.48759662,1099.736541,0.855346081,317.0694,35.64358016,-1.494269057,-53.9006831,58.436,40.257,0.453,0.952,27.72263673,1.2307,0.162,6.59691358,0.131632404,1.03,0.38,74.27236951,126.5,6.35,-1.33,17318.68568,42.04,-27.56,6.620472441,0.316,20.09493671,5.890502401,0,5,3.183520599,16.84434968,211.5051,0.35247377,0.423974174,0.177078472,0.046473584,217,257,0.25999861,0.59835563,0.247647525,1.106001765,0.039054086,0.129774046,0.047577361,0.218719316,5.654960223,3.735330163,4.341171304,4.135420278,0.318155441,0.183229262,0.596478105,0.220292631,2.74712973,0.810921758,1.456864974,4.576876301,6.951124433,21.83760145,39.81382771,1.757791199,38.05603651,13.35237753,2.989064671,23.98015029,0.951438161,0.048561837
H_microcephalus,25.5,21.10223836,861.5350672,0.859874473,340.5100109,24.54106853,-1.212475038,-31.19890573,11.309,17.068,0.488,0.964,24.49376603,0.2463,0.0277,7.891696751,0.112464474,0.74,0.38,80.63857261,52,6.83,-1.34,12613.98341,39.71,-29.69,5.814055637,0.413292564,13.58093168,8.025111266,0,77,4.657361745,17.37554728,93.2843,0.431583879,0.292356806,0.224868493,0.051190822,233,255,0.265237903,0.682697755,0.253433787,1.201369445,0.040956309,0.148400658,0.047017704,0.23721279,5.647682219,3.735805548,4.553686515,4.212872729,0.294932767,0.178576365,0.626750379,0.194673253,2.947324264,0.889794877,1.485924116,4.668168286,7.380572643,23.18675279,44.99546838,1.849641127,43.14582726,12.28689098,2.705977179,26.50783193,0.955701311,0.044298686
H_microcephalus,26.8,4.07630996,124.8882884,0.129634154,335.715928,31.44472223,-1.127826508,-27.77786991,4.565,12.67,0.357,0.95,32.63964951,0.1001,0.0149,5.718120805,0.148851149,0.28,0.24,76.39443721,74,6.62,-2.21,1886.530036,43.59,-27.55,6.584592145,0.370278733,15.33312771,14.61329139,0.505106237,157,3.656596918,15.09895972,107.5049,0.518767052,0.271981091,0.178120253,0.031131604,220,260,0.03165,0.1011,0.0396,0.17235,0.00485,0.0219,0.00655,0.0333,5.525773196,3.616438356,5.045801527,4.175675676,0.221461187,0.145645646,0.657657658,0.196696697,1.55,0.55,0.7,2.199114858,3.8,11.93805208,11.34114948,0.3848451,10.95630438,5,2.273642044,28.46938776,0.966066482,0.033933518
H_microcephalus,29.1,26.50044225,744.9930404,0.990249986,331.5576388,26.76136594,-1.218036473,-31.14277559,43.49,42.59,0.301,0.854,35.57139572,0.8929,0.1547,4.771816419,0.173255684,0.85,0.28,82.76064031,122,5.73,-0.73,13001.62374,44.18,-28.28,7.710296684,0.3083,18.58579306,9.636081387,0.815375911,36,3.249839352,15.95959596,172.9134,0.260882037,0.542665288,0.150952442,0.045500233,217,264,0.0618,0.1233,0.05765,0.24275,0.0227,0.02875,0.0104,0.06185,1.72246696,3.288695652,4.543269231,2.924818108,0.789565217,0.367016977,0.464834276,0.168148747,1.75,0.75,0.8,2.513274123,4.3,13.50884841,14.52201204,0.502654825,14.01935722,7,2.785211504,27.890625,0.965386696,0.034613304
H_microcephalus,25.7,16.5228413,646.8762383,0.746024363,344.7925222,22.14785752,-1.149073138,-33.51596839,18.479,22.655,0.452,0.935,25.54250771,0.3629,0.0472,6.688559322,0.130063378,0.45,0.27,65.78409871,131.5,7.3,-1.95,8861.318333,42.55,-28.96,5.828767123,0.5044,14.47264076,8.613497974,0.270628631,39,4.307901835,17.53846154,192.2651,0.393883237,0.379352779,0.169175269,0.057588715,229,267,0.195921525,0.534093866,0.197124961,0.927140352,0.031072655,0.118879135,0.037228878,0.187769463,5.300384106,3.515067915,4.246398907,3.947301747,0.276437598,0.168870003,0.633782458,0.197347536,2.472708581,0.795495221,1.42697268,4.482966889,6.372389843,20.01945312,33.2565932,1.701697461,31.55489574,11.93596251,2.747411029,21.50726374,0.940701167,0.05929883
H_microcephalus,41.9,34.03226424,720.4062909,1.138278407,327.8001486,29.89801444,-1.679543207,-35.55312933,52.942,39.978,0.416,0.923,47.24037626,1.4526,0.2501,4.808076769,0.172174033,1.19,0.43,89.12684341,137,6.21,-0.65,11600.74543,41.43,-29.57,6.671497585,0.3514,17.67216847,6.865747715,0.535198469,13,2.063789869,19.13043478,103.8335,0.29749551,0.494173846,0.174901164,0.033429481,211,241,0.03425,0.1438,0.0591,0.23715,0.0048,0.03105,0.0105,0.04635,6.135416667,3.631239936,4.628571429,4.116504854,0.154589372,0.103559871,0.669902913,0.226537217,1.7,0.55,0.75,2.35619449,4.15,13.03760951,13.52651987,0.441786467,13.0847334,5.5,2.334272499,29.61777778,0.967339236,0.032660764
H_microcephalus,33.5,28.42722529,589.690982,0.944939252,326.3838434,30.08365376,-2.351257051,-48.77419674,23.731,29.62,0.34,0.782,48.20698664,0.7262,0.1144,5.347902098,0.15753236,0.97,0.5,72.15030181,139.5,5.89,-0.04,10011.73144,39.23,-28.86,6.660441426,0.4803,12.26316885,9.374074442,0.525927232,52,6.936416185,18.87323944,103.0856,0.352231543,0.413786213,0.165963044,0.0680192,211,250,0.02465,0.1412,0.03895,0.2048,0.00405,0.0401,0.00925,0.0534,5.086419753,2.521197007,3.210810811,2.835205993,0.100997506,0.075842697,0.75093633,0.173220974,1.35,0.35,0.6,1.884955592,3.3,10.36725576,8.552985999,0.282743339,8.270242661,7,3.713615339,29.25,0.966942149,0.033057851
H_microcephalus,32.9,28.801485,798.5116558,1.070495775,332.2151436,26.9048096,-1.973306996,-54.7092845,25.174,30.538,0.339,0.794,36.06896004,0.5276,0.0908,4.810572687,0.172100076,0.79,0.42,78.51650491,95.5,5.68,-0.5,14058.3038,44.17,-28.9,7.776408451,0.6381,8.901426109,11.99805577,0.729479921,44,3.225806452,14.46280992,104.9198,0.406024411,0.442250176,0.069396815,0.082328598,211,246,0.242341849,0.594233656,0.217030067,1.053605572,0.037438426,0.132455958,0.041557049,0.211451433,5.510936406,3.630211765,4.248672528,4.006683879,0.299538602,0.179705108,0.619296141,0.200998747,2.755982918,0.879814322,1.430245474,4.493248672,6.942211309,21.80960005,39.96833599,1.702116077,38.26621991,12.52238903,2.820195446,25.09073763,0.95153665,0.048463347
H_microcephalus,32.7,28.75603565,828.8530004,0.830535415,319.3467558,34.62349121,-1.531537887,-44.14446372,76.152,54.066,0.327,0.813,34.69377035,1.8553,0.2642,6.022331567,0.142402846,1.49,0.28,97.61511421,130.5,5.65,0.16,14669.96461,43.33,-27.79,7.669026549,0.3751,15.06264996,15.47832704,0.42729544,11,2.044989775,17.40812379,136.6093,0.160677201,0.59806836,0.177903701,0.063350738,217,252,0.05175,0.10815,0.0291,0.189,0.0077,0.03165,0.0081,0.04745,5.720779221,2.417061611,2.592592593,2.983140148,0.24328594,0.16227608,0.667017914,0.170706006,1.85,0.75,0.75,2.35619449,4.45,13.98008731,15.55284713,0.441786467,15.11106066,5.5,2.334272499,34.20444444,0.971594496,0.028405504
H_microcephalus,36.6,33.6947998,590.8027997,0.920770291,315.2483313,36.59414311,-0.764867362,-13.41114301,93.491,63.621,0.318,0.851,57.0322277,2.6621,0.5332,3.992685671,0.200293002,1.55,0.37,76.39443721,127,3.99,1.15,14807.08771,40.89,-28.02,10.2481203,0.4859,8.211566166,6.104126669,0.630477033,9,2.474226804,12.71676301,122.7942,0.33283331,0.50538299,0.127902621,0.033881079,213,250,0.054475,0.101775,0.040575,0.196825,0.009275,0.026933333,0.00845,0.044658333,4.873315364,2.778774799,3.801775148,3.407352151,0.344368816,0.207688003,0.60309759,0.189214407,1.975,0.775,0.7,2.199114858,4.65,14.60840584,16.98227179,0.3848451,16.59742669,5.25,2.387324146,43.12755102,0.977338421,0.022661579
H_microcephalus,31.7,26.89462697,641.0173958,0.833273075,322.5640919,32.27588623,-1.670258446,-39.80961405,51.959,45.319,0.318,0.892,41.95615774,1.2001,0.218,4.505045872,0.181651529,1.24,0.34,97.61511421,156.5,4.77,0.47,13438.51983,45,-27.59,9.433962264,0.3757,12.69630024,8.405619551,0.366943164,12,0.406504065,13.68821293,164.0886,0.45646803,0.382211805,0.13306287,0.028257295,211,246,0.0386,0.11975,0.0323,0.19065,0.00525,0.0316,0.0136,0.05045,6.352380952,2.789556962,1.375,2.778989098,0.166139241,0.104063429,0.626362735,0.269573835,1.75,0.7,0.8,2.513274123,4.3,13.50884841,14.52201204,0.502654825,14.01935722,5,1.989436789,27.890625,0.965386696,0.034613304
